index,SEND_SPG_INNB,REC_SPG_INNB,DL_GD_LCLS_NM,DL_GD_MCLS_NM,INVC_CONT
7988,5.011E+15,1.168E+15,식품,농산물,3
7989,5.011E+15,2.671E+15,식품,농산물,4
7990,5.011E+15,3.611E+15,식품,농산물,3
7991,5.011E+15,4.1463E+15,식품,농산물,3
7992,5.011E+15,4.371E+15,식품,농산물,5
7993,5.011E+15,4.48E+15,식품,농산물,3
7994,5.011E+15,4.5111E+15,식품,가공식품,4
7995,5.011E+15,4.825E+15,식품,기타식품,4
7996,5.011E+15,1.114E+15,식품,농산물,3
7997,5.011E+15,4.682E+15,식품,농산물,3
7998,5.011E+15,2.641E+15,식품,농산물,3
7999,5.011E+15,4.7111E+15,식품,농산물,3
8000,5.011E+15,4.673E+15,식품,농산물,3
8001,5.011E+15,4.1287E+15,식품,수산,3
8002,5.011E+15,4.513E+15,식품,농산물,4
8003,5.011E+15,3.014E+15,식품,음료,3
8004,5.011E+15,4.219E+15,식품,음료,10
8005,5.011E+15,2.817E+15,식품,수산,3
8006,5.011E+15,2.811E+15,식품,기타식품,3
8007,5.011E+15,2.629E+15,식품,축산,7
8008,5.011E+15,4.143E+15,패션의류,기타패션의류,3
8009,5.011E+15,4.1465E+15,식품,농산물,3
8010,5.011E+15,2.62E+15,식품,농산물,6
8011,5.011E+15,4.611E+15,식품,농산물,3
8012,5.011E+15,1.135E+15,식품,농산물,3
8013,5.011E+15,4.1135E+15,식품,수산,4
8014,5.011E+15,4.4133E+15,식품,수산,3
8015,5.011E+15,1.15E+15,식품,농산물,5
8016,5.011E+15,4.7111E+15,식품,과자,10
8017,5.011E+15,4.157E+15,식품,수산,14
8018,5.011E+15,1.165E+15,식품,음료,3
8019,5.011E+15,2.92E+15,식품,농산물,3
8020,5.011E+15,1.1215E+15,식품,농산물,3
8021,5.011E+15,4.159E+15,식품,농산물,3
8022,5.011E+15,4.4131E+15,식품,음료,4
8023,5.011E+15,4.141E+15,화장품/미용,스킨케어,3
8024,5.011E+15,3.171E+15,식품,농산물,4
8025,5.011E+15,4.48E+15,식품,농산물,3
8026,5.011E+15,4.689E+15,식품,기타식품,5
8027,5.011E+15,4.872E+15,식품,기타식품,3
8028,5.011E+15,4.136E+15,식품,농산물,3
8029,5.011E+15,2.623E+15,식품,수산,3
8030,5.011E+15,2.635E+15,식품,농산물,4
8031,5.011E+15,2.811E+15,식품,농산물,3
8032,5.011E+15,4.165E+15,식품,농산물,3
8033,5.011E+15,4.215E+15,식품,농산물,4
8034,5.011E+15,4.315E+15,식품,농산물,3
8035,5.011E+15,4.159E+15,식품,농산물,3
8036,5.011E+15,2.726E+15,식품,기타식품,4
8037,5.011E+15,1.165E+15,식품,농산물,3
8038,5.011E+15,4.139E+15,식품,농산물,3
8039,5.011E+15,4.377E+15,식품,농산물,3
8040,5.011E+15,4.1285E+15,식품,농산물,4
8041,5.011E+15,3.011E+15,식품,축산,5
8042,5.011E+15,1.1545E+15,생활/건강,음반,3
8043,5.011E+15,5.011E+15,식품,가공식품,9
8044,5.011E+15,4.1463E+15,식품,농산물,3
8045,5.011E+15,4.42E+15,식품,농산물,4
8046,5.011E+15,3.114E+15,식품,농산물,3
8047,5.011E+15,4.1281E+15,식품,농산물,3
8048,5.011E+15,4.1281E+15,식품,농산물,3
8049,5.011E+15,4.8123E+15,식품,농산물,3
8050,5.011E+15,4.8129E+15,식품,농산물,3
8051,5.011E+15,1.162E+15,식품,냉동/간편조리식품,3
8052,5.011E+15,2.647E+15,식품,농산물,4
8053,5.011E+15,4.215E+15,식품,과자,3
8054,5.011E+15,4.623E+15,식품,음료,3
8055,5.011E+15,2.72E+15,식품,농산물,3
8056,5.011E+15,4.1117E+15,식품,수산,7
8057,5.011E+15,4.136E+15,식품,농산물,3
8058,5.011E+15,4.1281E+15,식품,농산물,20
8059,5.011E+15,4.7113E+15,식품,농산물,3
8060,5.011E+15,2.717E+15,식품,농산물,7
8061,5.011E+15,3.111E+15,식품,농산물,3
8062,5.011E+15,4.825E+15,식품,농산물,3
8063,5.011E+15,1.15E+15,식품,농산물,3
8064,5.013E+15,4.719E+15,식품,기타식품,8
8065,5.013E+15,1.165E+15,식품,농산물,4
8066,5.013E+15,4.1273E+15,식품,농산물,3
8067,5.013E+15,1.15E+15,식품,농산물,3
8068,5.013E+15,4.831E+15,식품,농산물,8
8069,5.013E+15,2.629E+15,식품,농산물,4
8070,5.013E+15,4.121E+15,식품,농산물,6
8071,5.013E+15,4.5111E+15,식품,농산물,3
8072,5.013E+15,4.136E+15,식품,농산물,4
8073,5.013E+15,4.1199E+15,식품,농산물,3
8074,5.013E+15,4.782E+15,식품,농산물,5
8075,5.013E+15,3.171E+15,식품,농산물,3
8076,5.013E+15,1.1305E+15,식품,농산물,3
8077,5.013E+15,1.135E+15,식품,농산물,5
8078,5.013E+15,1.135E+15,식품,농산물,4
8079,5.013E+15,1.135E+15,식품,농산물,3
8080,5.013E+15,1.141E+15,식품,농산물,3
8081,5.013E+15,1.144E+15,식품,농산물,5
8082,5.013E+15,1.153E+15,식품,농산물,3
8083,5.013E+15,1.159E+15,식품,농산물,3
8084,5.013E+15,1.168E+15,식품,농산물,3
8085,5.013E+15,1.168E+15,식품,농산물,4
8086,5.013E+15,2.729E+15,식품,농산물,3
8087,5.013E+15,3.017E+15,식품,농산물,3
8088,5.013E+15,3.02E+15,식품,농산물,4
8089,5.013E+15,4.1117E+15,식품,농산물,3
8090,5.013E+15,4.1195E+15,식품,농산물,3
8091,5.013E+15,4.1273E+15,식품,농산물,4
8092,5.013E+15,4.148E+15,식품,농산물,3
8093,5.013E+15,4.155E+15,식품,농산물,3
8094,5.013E+15,4.276E+15,식품,농산물,5
8095,5.013E+15,4.825E+15,식품,농산물,3
8096,5.013E+15,4.122E+15,식품,농산물,4
8097,5.013E+15,2.811E+15,식품,농산물,3
8098,5.013E+15,4.579E+15,식품,농산물,3
8099,5.013E+15,2.632E+15,식품,농산물,3
8100,5.013E+15,2.632E+15,식품,농산물,3
8101,5.013E+15,2.914E+15,식품,농산물,7
8102,5.013E+15,4.42E+15,식품,농산물,3
8103,5.013E+15,4.825E+15,식품,농산물,4
8104,5.013E+15,3.023E+15,식품,농산물,22
8105,5.013E+15,4.15E+15,식품,농산물,3
8106,5.013E+15,4.5113E+15,식품,농산물,4
8107,5.013E+15,3.12E+15,식품,농산물,3
8108,5.013E+15,2.671E+15,식품,농산물,12
8109,5.013E+15,3.023E+15,식품,농산물,5
8110,5.013E+15,1.144E+15,식품,농산물,4
8111,5.013E+15,1.165E+15,식품,농산물,3
8112,5.013E+15,4.1461E+15,식품,농산물,3
8113,5.013E+15,4.159E+15,식품,농산물,6
8114,5.013E+15,4.281E+15,식품,농산물,3
8115,5.013E+15,4.38E+15,식품,농산물,4
8116,5.013E+15,4.615E+15,식품,농산물,3
8117,5.013E+15,4.687E+15,식품,농산물,6
8118,5.013E+15,4.137E+15,식품,농산물,3
8119,5.013E+15,5.013E+15,식품,가공식품,3
8120,5.013E+15,4.165E+15,식품,농산물,6
8121,5.013E+15,4.822E+15,식품,농산물,4
8122,5.013E+15,1.171E+15,식품,농산물,4
8123,5.013E+15,2.826E+15,식품,농산물,3
8124,5.013E+15,3.117E+15,식품,농산물,4
8125,5.013E+15,4.1115E+15,식품,농산물,3
8126,5.013E+15,4.1117E+15,식품,농산물,3
8127,5.013E+15,1.135E+15,식품,농산물,3
8128,5.013E+15,2.826E+15,식품,농산물,8
8129,5.013E+15,4.42E+15,식품,농산물,3
8130,5.013E+15,1.168E+15,식품,농산물,3
8131,5.013E+15,4.1135E+15,식품,농산물,3
8132,5.013E+15,4.1285E+15,식품,농산물,4
8133,5.013E+15,4.221E+15,식품,농산물,7
8134,5.013E+15,3.111E+15,식품,농산물,4
8135,5.013E+15,2.611E+15,식품,음료,3
8136,5.013E+15,4.8123E+15,식품,농산물,3
8137,5.013E+15,4.155E+15,식품,농산물,4
8138,5.013E+15,1.1545E+15,식품,농산물,5
8139,5.013E+15,4.1271E+15,식품,농산물,8
8140,5.013E+15,1.126E+15,식품,농산물,3
8141,5.013E+15,4.1171E+15,식품,과자,3
8142,5.013E+15,1.141E+15,식품,농산물,3
8143,5.013E+15,1.159E+15,식품,농산물,3
8144,5.013E+15,2.629E+15,식품,농산물,3
8145,5.013E+15,2.635E+15,식품,농산물,3
8146,5.013E+15,2.811E+15,식품,농산물,3
8147,5.013E+15,4.1135E+15,식품,농산물,3
8148,5.013E+15,4.1171E+15,식품,농산물,3
8149,5.013E+15,4.131E+15,식품,농산물,4
8150,5.013E+15,2.8185E+15,식품,농산물,4
8151,5.013E+15,2.82E+15,식품,농산물,7
8152,5.013E+15,2.8237E+15,식품,농산물,5
8153,5.013E+15,4.1463E+15,식품,농산물,4
8154,5.013E+15,2.82E+15,식품,농산물,3
8155,5.013E+15,4.159E+15,식품,농산물,3
8156,5.013E+15,4.283E+15,식품,농산물,3
8157,5.013E+15,4.15E+15,식품,농산물,4
8158,5.013E+15,1.147E+15,식품,농산물,6
8159,5.013E+15,2.714E+15,식품,농산물,5
8160,5.013E+15,5.011E+15,식품,농산물,4
8161,5.013E+15,4.5111E+15,식품,농산물,5
8162,5.013E+15,2.671E+15,여행/문화,문화컨텐츠,4
8163,5.013E+15,2.826E+15,식품,농산물,3
8164,5.013E+15,4.825E+15,식품,농산물,5
8165,5.013E+15,2.871E+15,식품,농산물,6
8166,5.013E+15,4.139E+15,식품,기타식품,11
8167,5.013E+15,4.825E+15,식품,농산물,14
8168,5.013E+15,4.8125E+15,식품,농산물,3
8169,5.013E+15,4.8129E+15,식품,농산물,3
8170,5.013E+15,1.165E+15,식품,농산물,4
8171,5.013E+15,4.136E+15,식품,농산물,6
8172,5.013E+15,1.141E+15,식품,농산물,5
8173,1.117E+15,5.011E+15,디지털/가전,기타디지털/가전,3
8174,1.117E+15,5.011E+15,디지털/가전,기타디지털/가전,11
8175,1.141E+15,5.011E+15,식품,가공식품,7
8176,1.144E+15,5.011E+15,식품,기타식품,3
8177,1.144E+15,5.011E+15,식품,건강식품,4
8178,1.156E+15,5.013E+15,패션의류,기타패션의류,3
8179,1.168E+15,5.011E+15,식품,가공식품,3
8180,1.174E+15,5.011E+15,여행/문화,문화컨텐츠,3
8181,2.641E+15,5.013E+15,패션의류,상의,3
8182,2.717E+15,5.013E+15,식품,농산물,3
8183,3.017E+15,5.011E+15,식품,기타식품,6
8184,3.023E+15,5.011E+15,생활/건강,생활용품,4
8185,3.023E+15,5.011E+15,식품,음료,3
8186,3.611E+15,5.013E+15,화장품/미용,스킨케어,5
8187,4.1135E+15,5.011E+15,식품,가공식품,5
8188,4.1135E+15,5.011E+15,식품,농산물,10
8189,4.121E+15,5.011E+15,생활/건강,반려동물,17
8190,4.122E+15,5.011E+15,패션의류,상의,3
8191,4.1271E+15,5.011E+15,식품,기타식품,11
8192,4.136E+15,5.011E+15,생활/건강,반려동물,3
8193,4.136E+15,5.011E+15,생활/건강,반려동물,7
8194,4.136E+15,5.011E+15,생활/건강,반려동물,7
8195,4.141E+15,5.011E+15,생활/건강,건강용품,6
8196,4.141E+15,5.013E+15,생활/건강,건강용품,3
8197,4.1461E+15,5.011E+15,생활/건강,주방용품,4
8198,4.1461E+15,5.011E+15,식품,냉동/간편조리식품,3
8199,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,4
8200,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,4
8201,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
8202,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,4
8203,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,4
8204,4.148E+15,5.013E+15,여행/문화,문화컨텐츠,3
8205,4.148E+15,5.013E+15,여행/문화,문화컨텐츠,5
8206,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
8207,4.148E+15,5.011E+15,생활/건강,음반,3
8208,4.15E+15,5.013E+15,식품,건강식품,28
8209,4.15E+15,5.011E+15,식품,건강식품,5
8210,4.15E+15,5.011E+15,식품,건강식품,3
8211,4.155E+15,5.013E+15,식품,건강식품,3
8212,4.157E+15,5.011E+15,식품,농산물,3
8213,4.157E+15,5.011E+15,생활/건강,반려동물,3
8214,4.159E+15,5.011E+15,식품,음료,3
8215,4.159E+15,5.011E+15,식품,과자,3
8216,4.159E+15,5.013E+15,생활/건강,생활용품,4
8217,4.161E+15,5.011E+15,식품,가공식품,3
8218,4.3113E+15,5.011E+15,생활/건강,생활용품,6
8219,4.371E+15,5.011E+15,식품,음료,5
8220,4.427E+15,5.011E+15,생활/건강,반려동물,3
8221,4.427E+15,5.011E+15,식품,건강식품,6
8222,4.671E+15,5.013E+15,식품,과자,7
8223,4.7113E+15,5.011E+15,식품,기타식품,3
8224,4.719E+15,5.013E+15,식품,건강식품,8
8225,4.725E+15,5.011E+15,식품,기타식품,3
8226,4.725E+15,5.011E+15,식품,냉동/간편조리식품,3
8227,4.785E+15,5.013E+15,패션의류,기타패션의류,4
8228,4.825E+15,5.011E+15,식품,수산,3
8229,4.833E+15,5.011E+15,식품,가공식품,13
8230,5.011E+15,1.114E+15,식품,농산물,5
8231,5.011E+15,1.123E+15,식품,농산물,4
8232,5.011E+15,1.135E+15,식품,농산물,3
8233,5.011E+15,1.162E+15,식품,농산물,4
8234,5.011E+15,2.629E+15,식품,농산물,3
8235,5.011E+15,2.671E+15,식품,농산물,4
8236,5.011E+15,2.726E+15,식품,농산물,3
8237,5.011E+15,2.729E+15,식품,농산물,3
8238,5.011E+15,2.82E+15,식품,농산물,3
8239,5.011E+15,2.826E+15,식품,농산물,4
8240,5.011E+15,2.92E+15,식품,농산물,3
8241,5.011E+15,3.017E+15,식품,농산물,3
8242,5.011E+15,3.02E+15,식품,농산물,6
8243,5.011E+15,4.1111E+15,식품,농산물,3
8244,5.011E+15,4.1113E+15,식품,농산물,3
8245,5.011E+15,4.1135E+15,식품,농산물,3
8246,5.011E+15,4.115E+15,식품,농산물,3
8247,5.011E+15,4.115E+15,식품,농산물,3
8248,5.011E+15,4.1285E+15,식품,농산물,3
8249,5.011E+15,4.141E+15,식품,농산물,3
8250,5.011E+15,4.141E+15,식품,농산물,4
8251,5.011E+15,4.143E+15,식품,농산물,3
8252,5.011E+15,4.1463E+15,식품,농산물,3
8253,5.011E+15,4.148E+15,식품,농산물,3
8254,5.011E+15,4.157E+15,식품,농산물,3
8255,5.011E+15,4.159E+15,식품,농산물,3
8256,5.011E+15,4.159E+15,식품,농산물,3
8257,5.011E+15,4.3111E+15,식품,농산물,4
8258,5.011E+15,4.3111E+15,식품,농산물,5
8259,5.011E+15,4.371E+15,식품,농산물,3
8260,5.011E+15,4.611E+15,식품,농산물,4
8261,5.011E+15,4.613E+15,식품,농산물,3
8262,5.011E+15,4.623E+15,식품,농산물,3
8263,5.011E+15,4.682E+15,식품,농산물,3
8264,5.011E+15,4.686E+15,식품,농산물,3
8265,5.011E+15,4.833E+15,식품,농산물,3
8266,5.011E+15,4.729E+15,식품,농산물,6
8267,5.011E+15,4.1271E+15,식품,음료,3
8268,5.011E+15,2.8245E+15,식품,농산물,4
8269,5.011E+15,2.826E+15,식품,농산물,3
8270,5.011E+15,3.02E+15,식품,농산물,3
8271,5.011E+15,4.1111E+15,식품,농산물,4
8272,5.011E+15,4.159E+15,식품,농산물,3
8273,5.011E+15,4.4131E+15,식품,농산물,5
8274,5.011E+15,4.513E+15,식품,농산물,3
8275,5.011E+15,4.686E+15,식품,농산물,3
8276,5.011E+15,4.817E+15,식품,농산물,4
8277,5.011E+15,4.825E+15,식품,농산물,7
8278,5.011E+15,2.614E+15,식품,과자,70
8279,5.011E+15,2.629E+15,식품,농산물,4
8280,5.011E+15,2.623E+15,식품,농산물,4
8281,5.011E+15,4.1271E+15,식품,음료,5
8282,5.011E+15,4.165E+15,식품,음료,3
8283,5.011E+15,4.776E+15,식품,기타식품,5
8284,5.011E+15,2.614E+15,식품,농산물,4
8285,5.011E+15,2.723E+15,식품,농산물,3
8286,5.011E+15,4.1287E+15,식품,농산물,3
8287,5.011E+15,4.825E+15,식품,가공식품,3
8288,5.011E+15,4.1463E+15,식품,농산물,3
8289,5.011E+15,4.145E+15,생활/건강,반려동물,23
8290,5.011E+15,4.7113E+15,식품,건강식품,3
8291,5.011E+15,4.1115E+15,식품,냉동/간편조리식품,4
8292,5.011E+15,4.8129E+15,식품,농산물,3
8293,5.011E+15,2.614E+15,식품,기타식품,3
8294,5.011E+15,4.115E+15,식품,농산물,4
8295,5.011E+15,4.313E+15,식품,수산,3
8296,5.011E+15,4.1273E+15,식품,농산물,10
8297,5.011E+15,4.5111E+15,식품,농산물,6
8298,5.011E+15,3.017E+15,식품,가공식품,3
8299,5.011E+15,1.15E+15,식품,수산,7
8300,5.011E+15,4.121E+15,식품,수산,3
8301,5.011E+15,4.136E+15,식품,수산,3
8302,5.011E+15,4.1171E+15,식품,농산물,3
8303,5.011E+15,4.373E+15,식품,가공식품,3
8304,5.011E+15,2.723E+15,식품,음료,3
8305,5.011E+15,1.168E+15,식품,농산물,4
8306,5.011E+15,3.023E+15,식품,농산물,3
8307,5.011E+15,4.125E+15,식품,농산물,5
8308,5.011E+15,1.15E+15,식품,농산물,3
8309,5.011E+15,2.65E+15,식품,수산,12
8310,5.011E+15,4.1111E+15,식품,수산,9
8311,5.011E+15,4.613E+15,식품,수산,4
8312,5.011E+15,2.623E+15,식품,음료,6
8313,5.011E+15,2.82E+15,식품,농산물,3
8314,5.011E+15,4.831E+15,식품,농산물,5
8315,5.011E+15,4.513E+15,식품,농산물,7
8316,5.011E+15,2.8185E+15,식품,농산물,3
8317,5.011E+15,2.9155E+15,식품,농산물,3
8318,5.011E+15,1.15E+15,식품,농산물,3
8319,5.011E+15,1.1545E+15,식품,수산,6
8320,5.011E+15,4.1195E+15,식품,농산물,4
8321,5.011E+15,4.3113E+15,식품,농산물,3
8322,5.011E+15,4.1113E+15,식품,농산물,5
8323,5.011E+15,5.013E+15,식품,음료,3
8324,5.011E+15,3.12E+15,식품,농산물,4
8325,5.011E+15,3.017E+15,식품,농산물,3
8326,5.011E+15,4.159E+15,식품,농산물,6
8327,5.011E+15,4.219E+15,식품,농산물,3
8328,5.011E+15,1.156E+15,식품,농산물,3
8329,5.011E+15,1.165E+15,식품,음료,3
8330,5.011E+15,4.1465E+15,식품,축산,3
8331,5.011E+15,1.126E+15,생활/건강,음반,4
8332,5.011E+15,1.144E+15,생활/건강,음반,4
8333,5.011E+15,1.156E+15,생활/건강,음반,3
8334,5.011E+15,2.8245E+15,생활/건강,음반,6
8335,5.011E+15,2.8245E+15,생활/건강,음반,3
8336,5.011E+15,4.121E+15,생활/건강,음반,3
8337,5.011E+15,5.011E+15,식품,과자,10
8338,5.011E+15,2.729E+15,식품,농산물,10
8339,5.011E+15,4.167E+15,식품,농산물,4
8340,5.011E+15,2.871E+15,식품,농산물,3
8341,5.011E+15,4.159E+15,식품,농산물,3
8342,5.011E+15,1.1215E+15,식품,농산물,4
8343,5.011E+15,4.1117E+15,식품,농산물,4
8344,5.011E+15,4.1171E+15,식품,농산물,3
8345,5.011E+15,4.1465E+15,식품,농산물,3
8346,5.011E+15,4.375E+15,식품,농산물,3
8347,5.011E+15,2.914E+15,식품,축산,3
8348,5.011E+15,4.136E+15,식품,건강식품,3
8349,5.011E+15,4.137E+15,식품,농산물,6
8350,5.011E+15,4.374E+15,식품,농산물,3
8351,5.011E+15,1.162E+15,식품,농산물,4
8352,5.011E+15,4.8129E+15,식품,농산물,3
8353,5.011E+15,4.1461E+15,식품,농산물,3
8354,5.011E+15,2.771E+15,식품,음료,4
8355,5.011E+15,4.122E+15,식품,농산물,9
8356,5.011E+15,1.117E+15,식품,농산물,6
8357,5.011E+15,4.423E+15,식품,농산물,4
8358,5.011E+15,2.82E+15,식품,농산물,4
8359,5.011E+15,4.1285E+15,식품,농산물,16
8360,5.011E+15,1.156E+15,식품,농산물,5
8361,5.011E+15,1.156E+15,식품,음료,3
8362,5.011E+15,4.139E+15,식품,농산물,3
8363,5.013E+15,4.1285E+15,식품,농산물,4
8364,5.013E+15,1.171E+15,식품,농산물,3
8365,5.013E+15,4.785E+15,식품,농산물,3
8366,5.013E+15,4.611E+15,식품,농산물,3
8367,5.013E+15,1.147E+15,식품,농산물,3
8368,5.013E+15,1.162E+15,식품,농산물,5
8369,5.013E+15,2.771E+15,식품,농산물,5
8370,5.013E+15,4.278E+15,식품,농산물,4
8371,5.013E+15,4.1287E+15,식품,농산물,6
8372,5.013E+15,1.111E+15,식품,농산물,3
8373,5.013E+15,1.123E+15,식품,농산물,3
8374,5.013E+15,1.126E+15,식품,농산물,3
8375,5.013E+15,1.141E+15,식품,농산물,3
8376,5.013E+15,1.153E+15,식품,농산물,3
8377,5.013E+15,2.617E+15,식품,농산물,3
8378,5.013E+15,2.641E+15,식품,농산물,4
8379,5.013E+15,2.711E+15,식품,농산물,3
8380,5.013E+15,2.826E+15,식품,농산물,3
8381,5.013E+15,3.023E+15,식품,농산물,3
8382,5.013E+15,4.1131E+15,식품,농산물,3
8383,5.013E+15,4.136E+15,식품,농산물,3
8384,5.013E+15,4.165E+15,식품,농산물,3
8385,5.013E+15,4.5113E+15,식품,농산물,7
8386,5.013E+15,3.171E+15,식품,농산물,5
8387,5.013E+15,3.02E+15,식품,농산물,6
8388,5.013E+15,1.129E+15,식품,농산물,3
8389,5.013E+15,1.156E+15,식품,농산물,3
8390,5.013E+15,4.421E+15,식품,농산물,3
8391,5.013E+15,4.514E+15,식품,농산물,4
8392,5.013E+15,3.014E+15,식품,농산물,3
8393,5.013E+15,4.418E+15,식품,농산물,3
8394,5.013E+15,4.42E+15,식품,농산물,4
8395,5.013E+15,4.611E+15,식품,농산물,4
8396,5.013E+15,4.161E+15,식품,농산물,4
8397,5.013E+15,4.1465E+15,식품,농산물,3
8398,5.013E+15,4.115E+15,식품,농산물,3
8399,5.013E+15,4.272E+15,식품,농산물,5
8400,5.013E+15,1.135E+15,식품,농산물,3
8401,5.013E+15,1.132E+15,식품,농산물,3
8402,5.013E+15,2.811E+15,식품,농산물,3
8403,5.013E+15,4.122E+15,식품,농산물,4
8404,5.013E+15,4.1285E+15,식품,농산물,3
8405,5.013E+15,4.155E+15,식품,농산물,3
8406,5.013E+15,4.38E+15,식품,농산물,3
8407,5.013E+15,4.4131E+15,식품,농산물,3
8408,5.013E+15,4.42E+15,식품,농산물,4
8409,5.013E+15,4.5111E+15,식품,농산물,7
8410,5.013E+15,4.4131E+15,식품,농산물,3
8411,5.013E+15,2.635E+15,식품,농산물,4
8412,5.013E+15,1.126E+15,식품,농산물,5
8413,5.013E+15,3.111E+15,식품,농산물,3
8414,5.013E+15,4.372E+15,식품,농산물,4
8415,5.013E+15,4.115E+15,식품,농산물,3
8416,5.013E+15,1.135E+15,식품,농산물,3
8417,5.013E+15,2.826E+15,식품,농산물,3
8418,5.013E+15,4.1117E+15,식품,농산물,3
8419,5.013E+15,4.1135E+15,식품,농산물,3
8420,5.013E+15,4.122E+15,식품,농산물,4
8421,5.013E+15,4.1111E+15,식품,농산물,15
8422,5.013E+15,4.155E+15,식품,농산물,3
8423,5.013E+15,4.157E+15,식품,농산물,3
8424,5.013E+15,4.611E+15,식품,농산물,5
8425,5.013E+15,1.165E+15,식품,농산물,4
8426,5.013E+15,4.122E+15,식품,농산물,3
8427,5.013E+15,4.221E+15,식품,농산물,3
8428,5.013E+15,4.1113E+15,식품,기타식품,3
8429,5.013E+15,1.162E+15,식품,농산물,9
8430,5.013E+15,4.157E+15,식품,농산물,4
8431,5.013E+15,3.017E+15,식품,농산물,5
8432,5.013E+15,4.3111E+15,식품,농산물,5
8433,5.013E+15,1.111E+15,식품,농산물,3
8434,5.013E+15,1.129E+15,식품,농산물,3
8435,5.013E+15,4.1195E+15,식품,농산물,3
8436,5.013E+15,4.148E+15,식품,농산물,5
8437,5.013E+15,4.213E+15,식품,농산물,3
8438,5.013E+15,4.4133E+15,식품,농산물,3
8439,5.013E+15,4.8121E+15,식품,농산물,14
8440,5.013E+15,2.638E+15,식품,농산물,3
8441,5.013E+15,4.3111E+15,식품,농산물,8
8442,5.013E+15,3.117E+15,식품,농산물,4
8443,5.013E+15,4.1133E+15,식품,농산물,3
8444,5.013E+15,4.122E+15,식품,농산물,3
8445,5.013E+15,3.017E+15,식품,농산물,5
8446,5.013E+15,4.159E+15,식품,농산물,3
8447,5.013E+15,4.159E+15,식품,농산물,3
8448,5.013E+15,1.1545E+15,식품,농산물,4
8449,5.013E+15,4.141E+15,식품,농산물,3
8450,5.013E+15,4.784E+15,식품,농산물,4
8451,5.013E+15,4.145E+15,식품,농산물,17
8452,5.013E+15,4.1131E+15,식품,농산물,3
8453,5.013E+15,3.171E+15,식품,농산물,4
8454,5.013E+15,4.1173E+15,식품,농산물,3
8455,5.013E+15,4.513E+15,식품,농산물,3
8456,5.013E+15,4.1195E+15,식품,농산물,6
8457,5.013E+15,2.726E+15,식품,농산물,4
8458,1.111E+15,5.013E+15,패션의류,기타패션의류,7
8459,1.111E+15,5.011E+15,생활/건강,주방용품,4
8460,1.117E+15,5.011E+15,생활/건강,건강용품,5
8461,1.117E+15,5.011E+15,디지털/가전,기타디지털/가전,4
8462,1.117E+15,5.011E+15,디지털/가전,기타디지털/가전,11
8463,1.117E+15,5.013E+15,디지털/가전,기타디지털/가전,4
8464,1.117E+15,5.013E+15,디지털/가전,기타디지털/가전,26
8465,1.12E+15,5.011E+15,식품,건강식품,3
8466,1.138E+15,5.011E+15,식품,가공식품,4
8467,1.153E+15,5.011E+15,식품,음료,4
8468,1.1545E+15,5.011E+15,생활/건강,주방용품,4
8469,1.156E+15,5.011E+15,식품,기타식품,4
8470,1.165E+15,5.011E+15,식품,가공식품,5
8471,2.629E+15,5.013E+15,식품,축산,7
8472,2.635E+15,5.011E+15,식품,농산물,3
8473,2.635E+15,5.011E+15,패션의류,상의,3
8474,2.65E+15,5.011E+15,생활/건강,건강용품,4
8475,2.653E+15,5.011E+15,식품,가공식품,4
8476,2.714E+15,5.011E+15,여행/문화,문화컨텐츠,3
8477,2.723E+15,5.013E+15,식품,음료,4
8478,2.826E+15,5.011E+15,생활/건강,건강용품,5
8479,2.826E+15,5.011E+15,생활/건강,주방용품,7
8480,3.017E+15,5.011E+15,식품,기타식품,4
8481,3.02E+15,5.011E+15,생활/건강,주방용품,3
8482,4.1135E+15,5.011E+15,식품,수산,12
8483,4.1197E+15,5.011E+15,식품,농산물,7
8484,4.1199E+15,5.013E+15,패션의류,상의,3
8485,4.122E+15,5.011E+15,패션의류,상의,6
8486,4.1271E+15,5.011E+15,식품,기타식품,3
8487,4.136E+15,5.011E+15,생활/건강,반려동물,4
8488,4.136E+15,5.011E+15,식품,음료,4
8489,4.136E+15,5.011E+15,화장품/미용,스킨케어,3
8490,4.137E+15,5.011E+15,화장품/미용,스킨케어,4
8491,4.141E+15,5.011E+15,식품,가공식품,9
8492,4.141E+15,5.011E+15,패션의류,상의,3
8493,4.141E+15,5.011E+15,생활/건강,주방용품,3
8494,4.1461E+15,5.011E+15,식품,음료,3
8495,4.1461E+15,5.011E+15,화장품/미용,스킨케어,3
8496,4.1461E+15,5.011E+15,패션의류,기타패션의류,3
8497,4.1461E+15,5.013E+15,생활/건강,주방용품,4
8498,4.148E+15,5.011E+15,식품,가공식품,6
8499,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
8500,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,5
8501,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
8502,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,4
8503,4.148E+15,5.013E+15,여행/문화,문화컨텐츠,7
